department,course,name,units,description,prereqs,satisfies,grading,repeatable,crosslist,sustainability,notes
OCTH,516,Evaluations in Occupational Therapy,3 unit(s),"Application of measurement theory, theoretical perspectives and practice models for selection, administration, and interpretation of appropriate instruments, including occupational profiles, skilled observation, interviews and standardized tests.",,,Grading: Letter Graded,,,,
OCTH,524,Occupational Therapy Practice in the Community,2 unit(s),"Community interventions based on the social model of health and occupational justice; designed to promote health, well-being, social inclusion, empowerment, and health disparity reduction for populations and communities in emerging and non-traditional settings.",,,Grading: Letter Graded,,,,
OCTH,525,OTD Exploration III,3 unit(s),"Planning for the Capstone Experience and Project, completing the Institutional Review Board (IRB) application, and developing the learning objectives for the Capstone Experience and Capstone Project courses.",Prerequisite(s): OCTH 515.,,Grading: Letter Graded,,,,
OCTH,526,Occupational Therapy with Children,3 unit(s),"Occupational therapy practice for children from birth to early adolescence, focusing on integrating theoretical models, research evidence, clinical reasoning and regulatory policies in the provision of interventions for conditions and disorders in this age group.",Prerequisite(s): OCTH 222.,,Grading: Letter Graded,,,,
OCTH,533,Professional Development - Leadership,3 unit(s),"The course explores occupational therapy leadership theories, advocacy, healthcare policy and legislation, mentorship, utilizing inclusive approaches within diverse and multi-cultural contexts of health care and professional organizations, using multi-frame thinking and organizational development change theory.",,,Grading: Letter Graded,,,,
OCTH,534,Community and Population Health,3 unit(s),"Explores the occupational therapy role in community health promotion through advocacy, policy and legislation, program development, and grant writing. Uses inclusive approaches with stakeholders from diverse and multicultural contexts including health care, community, and professional organizations.",,,Grading: Letter Graded,,,,
OCTH,536,Occupational Therapy with Youth,3 unit(s),"Occupational therapy practice for adolescents and young adults, focusing on integrating knowledge of theoretical models, research evidence, clinical reasoning and regulatory policies to provide interventions for conditions and disorders experienced in this age group.",,,Grading: Letter Graded,,,,
OCTH,543,"Professional Development - Teaching, Learning, and Service",3 unit(s),"By integrating educational theories and methods with occupational therapy practice, this course introduces students to a variety of evidence-based instructional approaches that are fundamental for success with clients, caregivers, and colleagues.",,,Grading: Letter Graded,,,,
OCTH,546,Occupational Therapy for Young Adults,3 unit(s),"Occupational therapy practice for adults ages 25-40. Integrating knowledge of theoretical frameworks, practice settings, research evidence, clinical reasoning, and regulatory policies in the provision of interventions for conditions and disorders experienced in this age group.",,,Grading: Letter Graded,,,,
OCTH,553,Professional Development - Management,3 unit(s),"Management principles related to service and reimbursement models; ethical administrative, supervisory, and consultative practice in occupational therapy settings will be addressed. Ethical decision-making strategies and recent legislation and its impact on management will be covered.",,,Grading: Letter Graded,,,,
OCTH,555,Qualitative Research Methods in Occupational Therapy,3 unit(s),"Reviews qualitative research designs and application to occupational therapy research. Topics include research questions, key characteristics and methods of qualitative designs; qualitative data collection strategies and analysis techniques including software used for analysis.",Prerequisite(s): OCTH 245.,,Grading: Letter Graded,,,,
OCTH,556,Occupational Therapy with Middle Aged Adults,3 unit(s),"Occupational Therapy Practice for Middle Aged Adults age 41-65, focuses on integrating theoretical models, research evidence, clinical reasoning and regulatory policies in the provision of interventions for conditions/disorders experienced in this age group. ",,,Grading: Letter Graded,,,,
OCTH,565,Quantitative Research Methods in Occupational Therapy,3 unit(s),"Concepts of data analysis and statistical computing, both increasingly used in occupational therapy and the social sciences are introduced in this course. The emphasis is on the practical application of quantitative reasoning, visualization, and data analysis.",,,Grading: Letter Graded,,,,
OCTH,566,Occupational Therapy for Older Adults,3 unit(s),"Focuses on older adults whose occupational participation is affected by age associated changes, illness, or disability. The occupational therapy process is applied to facilitate independence, remediate dysfunction, adapt to disability, and enhance quality of life. ",,,Grading: Letter Graded,,,,
OCTH,575,Advanced Research Methods and Data Analysis,2 unit(s),Students learn advanced research methods and quantitative data analysis and how to discern which method is most appropriate for various research applications.,"Prerequisite(s): OCTH 245, OCTH 555, OCTH 565 ",,Grading: Letter Graded,,,,
OCTH,576,Seminar in Professional Practice,3 unit(s),"Students will examine advanced professional practice skills with assistive technologies and devices, including use of telehealth, to enhance occupational performance and foster participation and well-being for persons, populations, and communities.",,,Grading: Letter Graded,,,,
OCTH,585,Evidence-Based Practice,3 unit(s),"Evidence-based practice in occupational therapy is explored through lecture, in-class activities, and database research. Emphasis is on strategies for selecting, evaluating, and analyzing professional literature for decision-making and knowledge translation addressing practice issues.",,,Grading: Letter Graded,,,,
OCTH,586,Advanced Occupational Therapy Practice in Mental Health,3 unit(s),"Occupational therapy services in mental health practice will be addressed  including service provision across the continuum of settings including  inpatient acute care, intensive partial hospitalization programs, criminal  justice and reintegration, community models, and private practice. ",,,Grading: Letter Graded,,,,
OCTH,591A,Capstone Experience 1,3 unit(s),Students initiate the capstone experience by completing the site orientation and beginning the data collection to support the OTD Capstone Project. Students implement the agreed upon plan for the Capstone Experience.,Prerequisite(s): OCTH 201A and OCTH 201B.,,Grading: Credit/No Credit,,,,
OCTH,591B,Capstone Experience 2,11 unit(s),Student completes the required 560 hours for the capstone experience completing the site orientation and completes the data collection to support the OTD Capstone Project. Student meets the agreed upon outcomes for the Capstone Experience.,Prerequisite(s): OCTH 591A and enrollment in the entry-level doctoral program.,,Grading: Credit/No Credit,,,,
OCTH,595,Doctoral Capstone Project,3 unit(s),"Student-directed inquiry course is focused on the scholarship of discovery, teaching and learning, application or integration within the occupational therapy profession. Analysis and synthesis of Capstone Experience data will be crafted into a publishable quality paper and oral presentation.",Prerequisite(s): OCTH 201A and OCTH 201B.,,Grading: Letter Graded,,,,
ORGS,101,People & Organizations,3 unit(s),"Study of complex organizations in which people live their lives. Topics include organizational forms and functions; internal social and cultural dynamics; growth and change in material, social and symbolic environments; and ethical issues of organizational life.",Prerequisite(s): Upper Division Standing,,Grading: Letter Graded,,,,
ORGS,102,"Organizations, Inquiry & Analysis",4 unit(s),"Development of skills to analyze and design organizations. Topics include analysis of environments and resources; use of technology; communication and decision-making; workflow and division of labor; and symbols. Research skills for understanding organizational values, patterns, processes and environments.",Prerequisite(s): Upper Division Standing,,Grading: Letter Graded,,,,
ORGS,103,Organizational Studies Capstone,4 unit(s),Capstone course required of all ORGS majors. Emphasizes team projects working with community or institutional partners to address issues through organizational design or change.,"Prerequisite(s): ORGS 101, ORGS 102; or instructor permission",,Grading: Letter Graded,,,,
PADM,202,Regional Governance,3 unit(s),"An exploration of current theories, practices, issues and problems in the governance of urban regions in the United States.","Prerequisite(s): POLS 1, PADM 210.",,Grading: Letter Graded,,,,
PADM,210,Introduction to Public Administration,3 unit(s),"A broad overview of public administration, including policy analysis, budgeting, personnel, organization, leadership, decision-making and ethics in a political environment. Examination of the theory and application of public management practices at all levels of government.",,Satisfies GWAR: Graduation Writing Assessment Requirement.,Grading: Letter Graded,,,"Sustainability Related - SDG 16: Peace, Justice and Strong Institutions ",Note(s): This course satisfies graduate-level GWAR in this master’s program.
PADM,212,Administrative Research Methods,3 unit(s),The study and application of principles and methods of social science research and evaluation in a public administration context. Emphasis on learning research designs and using statistics and computers.,Prerequisite(s): Statistics.,,Grading: Letter Graded,,,,
PADM,213,Policy Analysis and Evaluation,3 unit(s),An examination of the application of analytical and administrative tools to solving public problems. Study of the processes of policy formulation and the research and political tools necessary to assess program effectiveness.,Prerequisite(s): Statistics.,,Grading: Letter Graded,,,,
PADM,214,Introduction to Public Management,3 unit(s),"A study of current principles and practices of effectively managing public service organizations. Emphasis on critical thinking, project management, and implementation processes.",Prerequisite(s): Statistics.,,Grading: Letter Graded,,,,
PADM,215,Public Personnel Administration,3 unit(s),"An overview of personnel management in a political environment and its role in maintaining a democratic society. Methods and problems of job analysis, compensation, staffing, EEO, evaluation, training and union relations.",Prerequisite(s): PADM 210.,,Grading: Letter Graded,,,,
PADM,217,Organizational Theory,3 unit(s),"Analysis and application of theories about organizations, including organizational goals, structures, authority, leadership, decision patterns and communications. Emphasis on methods of change and differences between the public and private sectors.",Prerequisite(s): PADM 210.,,Grading: Letter Graded,,,,
PADM,218,Public Budgeting,3 unit(s),"A study of current theory, techniques and practice of public budgeting for political decision-making, planning and management. Focus on executive and legislative budget processes, reform efforts, public choice analysis, financial processes and the role of accounting.",Prerequisite(s): PADM 210; ECON 1B (or equivalent).,,Grading: Letter Graded,,,,
PADM,219,Public Financial Administration,3 unit(s),"An overview of public financial administration, including microeconomic concepts and techniques, tax theory and policy, user charges, inter-governmental transfers, debt administration and risk management in a political environment.",Prerequisite(s): PADM 218. ,,Grading: Letter Graded,,,,
PADM,220,Non-Profit Management,3 unit(s),"Focuses primarily on internal nonprofit management issues in the U.S. context; course exposes students to core and emerging theories for a range of topics related to nonprofit management, including leadership, governance, accountability, performance management, resource development and financial management.","Prerequisite(s): PADM 210, PADM 218 ",,Grading: Letter Graded,,,,
PADM,223,Law and Public Administration,3 unit(s),"An overview of legal and political processes affecting relationships among the public, government institutions, administrative agencies and the courts. Focus on major cases related to administrative agency use of rules and orders to implement public policy.",Prerequisite(s): POLS 1 and PADM 210 ,,Grading: Letter Graded,,,,
PADM,240,Environmental Planning,4 unit(s),"Examination of the fundamental concepts and issues related to urban environment that planners face. Focus on land use and open space planning, planning and use of urban resources, interactions of urban residents and the physical environment, and the role of government in formulating appropriate policies and strategies.",,,Grading: Letter Graded,,Cross-listed with URBP 240. Urban and Regional Planning is responsible for scheduling.,Sustainability Focused - SDG 11: Sustainable Cities and Communities ,
PADM,281,Public Administration Internship,3 unit(s),Supervised practical experience in public administration. Focus on integrating student work experiences with the academic program by means of seminars and consultation.,Prerequisite(s): Instructor consent.,,Grading: Credit/No Credit,,,,
PADM,284,Directed Reading,1-3 unit(s),Program of reading and writing created through student/faculty consultation in areas not covered by other courses. Repeatable for credit for a maximum of 6 units.,"Prerequisite(s): Appropriate courses, instructor consent and department chair consent.",,Grading: Letter Graded,Course may be repeated for credit for up to 6 units.,,,
PADM,295,Topics in Public Administration,3 unit(s),"An exploration of current theories, problems and techniques in a selected major topic of current importance in public administration.",,,Grading: Letter Graded,,,,
PADM,297,Advanced Seminar in Public Management,3 unit(s),"This course serves as the “capstone” of the MPA program. It uses an analysis of real world cases to relate principles and theories of public administration to concrete, real world problems. The individual subject papers dealing with the main class topic that earn a grade of A- or better will be published as an electronic journal. The culminating project for this class is the approved prospectus for the PADM 298 project.",Prerequisite(s): Permission of instructor is required.,,Grading: Letter Graded,,,,
PADM,298,Special Problems,3 unit(s),Advanced individual research and projects.,"Prerequisite(s): PADM 210, PADM 212, PADM 213, PADM 214, PADM 218; instructor consent; consent of the chair.",,Grading: Mandatory Credit/No Credit/RP,,,,
PADM,299,Master’s Thesis,3 unit(s),Independent research conducted under the supervision of a permanent faculty member and two other qualified persons. Emphasis on applying administrative concepts and analytical skills to actual problems of policy and administration in the public sector.,,,Grading: Mandatory Credit/No Credit/RP,Course may be repeated for credit for up to 6 units.,,,Note(s): Repeatable once for credit.
PADM,1290R,Culminating Experience Supervision,1 unit(s),Continued work on thesis or project.,Prerequisite(s): Outstanding RP grade in a preceding semester in a project class,,Grading: Credit/No Credit/No Degree Credit,Course may be repeated for credit for up to 16 units.,,,Note(s): No Degree Credit.
PH,1,Understanding Your Health,3 unit(s),"Introductory course on the interdependence of the physiological, social and psychological factors influencing the healthy well-being of individuals throughout the life span. Emphasis is on identifying and utilizing both university and community resources to assist in personal and educational development.",,Satisfies E: Human Understanding & Development.,Grading: Letter Graded,,,Sustainability Related - SDG 3: Good Health and Well-Being ,
PH,15,Human Life Span,3 unit(s),"Emphasizes growth and development of the individual from conception to death - perspective on biological, cultural, sociological and psychological changes and continuities during the human life span. Special attention will be given to socioeconomic status, gender and ethic variations.",,Satisfies D: Social Sciences (formerly GE Area D1).,Grading: Letter Graded,,Cross-listed with RECL 15. Public Health and Recreation is responsible for scheduling.,Sustainability Related - SDG 3: Good Health and Well-Being ,
PH,67,Introductory Health Statistics,3 unit(s),"A practical introduction to the statistical methods used in health, health care, biomedical, and public health settings. Concepts are illustrated with concrete examples that demonstrate how principles operate and are applied to common health problems.","Prerequisite(s): Mathematics Enrollment Category M-I or M-II; for Categories III and IV, completion of a GE Area B4 course with a grade of C- or better.",Satisfies B4: Mathematics/Quantitative Reasoning.,Grading: Letter Graded,,,,
PH,92,International Program Studies,1-12 unit(s),"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",,,Grading: Mixed Grading,,,,
PH,99,Introduction to Public Health,3 unit(s),"Introduces students to the history, ethical foundations, policies, tools, interventions, and essential public health services that shape population health. Will approach public health issues from biological, sociocultural, behavioral, environmental, and political perspectives.",,,Grading: Letter Graded,,,Sustainability Related - SDG 3: Good Health and Well-Being ,
PH,100W,Writing Workshop,3 unit(s),"Development of skills in scientific and technical writing. How to write a critical review of published writing, a business letter, a scholarly paper, and give an oral presentation.","Prerequisite(s): A3 or equivalent second semester composition course (with a grade of C- or better); completion of core GE; and upper division standing. Or Graduate or Postbaccalaureate level. Allowed Declared Majors: Public Health, Recreation, Communicative Disorders and Sciences, Nutritional Science, and Interdisciplinary Majors.",Satisfies Writing in the Disciplines (WID).,Grading: Letter Graded,,,,Note(s): Must be passed with C or better to satisfy the CSU Graduation Writing Assessment Requirement (GWAR).
PH,102,Health Team Building,3 unit(s),"Exploration of communication in small group settings and skill development necessary to work effectively, particularly in the health field. Topics include decision making, leadership, and conflict resolution integrating theory and practice. ","Prerequisite(s): Upper Division Standing. Completion of PH 1, PH 15, and PH 67 with a minimum grade of C in each. Allowed Declared Majors: Public Health majors or minors only.",,Grading: Letter Graded,,,,
PH,103,Introduction to Health Policy,3 unit(s),"Examination of historical and current policies related to public health, stakeholders in health policy making and advocacy, and health policy frameworks for conducting policy analysis and policy making.",Prerequisite(s): Allowed Declared Majors: Public Health Majors and Minors. ,,Grading: Letter Graded,,,,
PH,104,Community Health Promotion,4 unit(s),"Examination of community health issues, and assets, determinants, and levels of intervention. Introduction to approaches to disease prevention, health promotion, and social change to promote health. Application of community health promotion and disease prevention through service learning.","Prerequisite(s): PH 1, PH 15, PH 67, and PH 99. Allowed Declared Majors: Public Health Majors and Minors.",,Grading: Letter Graded,,,Sustainability Focused - SDG 3: Good Health and Well-Being ,"Note(s): For Fall 2020, this is a 3 unit course with the prerequisites of PH 1, PH 15, and PH 67, and a corequisite of PH 114. Effective Spring 2021, this is a 4 unit course with prerequisites of PH 1, PH 15, PH 67, and PH 99."
PH,107,Aging and Society,3 unit(s),"Social, psychological and physiological aging processes. Implications of aging for individuals and societies, with emphasis on issues related to diversity, equality and gender in the U.S.","Prerequisite(s): Completion of Core General Education and upper division standing are prerequisites to all SJSU studies courses. Completion of, or co-registration in, 100W is strongly recommended.","Satisfies SJSU Studies S: Self, Society & Equality in U.S.",Grading: Letter Graded,,Cross-listed with GERO 107 / SCWK 107. Social Work is responsible for scheduling.,Sustainability Focused - SDG 10: Reduced Inequalities ,
PH,108,Health in Later Life,3 unit(s),"Normal age-related health changes and common illnesses in later life. Health status, behavior and attitudes of older adults. The continuum of health care services. Professional and ethical issues in service delivery.",Prerequisite(s): College biological sciences course.,,Grading: Letter Graded,,Cross-listed with GERO 108. Social Work is responsible for scheduling.,,
PH,114,Applications in Community Health Promotion,3 unit(s),Application of community health promotion and disease prevention through service learning. Collaborate with community-based partners to improve health and reduce disparities.,"Prerequisite(s): Upper Division Standing, Major/Minors Only.",,Grading: Credit/No Credit,,,,
PH,118,Long Term Care Services,3 unit(s),"History and organization of the continuum of long term care for U.S. families, financing and regulatory policies, and factors influencing the quality of care. Professional and ethical issues facing long term care providers.",Prerequisite(s): PH 162.,,Grading: Letter Graded,,,,
PH,126,"Drugs, Brain and Behavior",3 unit(s),"Survey of psychoactive drugs, including prescription and street drugs; social, behavioral and physiological effects of drugs; neural mechanisms of drug action; history of drug use.",Prerequisite(s): PSYC 30 or 3 units of biology.,,Grading: Letter Graded,,Cross-listed with PSYC 126. Psychology is responsible for scheduling.,,
PH,135,Health Issues in a Multicultural Society,3 unit(s),"Multidisciplinary interpretation and evaluation of consumer health issues. Impact of cultural variables (including communication methods, socioeconomic status and traditional beliefs) on health and illness. Interaction of individuals in families and other groups.","Prerequisite(s): Completion of Core General Education and upper division standing are prerequisites to all SJSU studies courses. Completion of, or co-registration in, 100W is strongly recommended.","Satisfies SJSU Studies S: Self, Society & Equality in U.S.",Grading: Letter Graded,,Cross-listed with NUFS 135. Public Health and Recreation is responsible for scheduling.,Sustainability Focused - SDG 3: Good Health and Well-Being ,
PH,137,"Families, Aging, and Diversity",3 unit(s),Family relationships of older adults in diverse U.S. ethnic groups. Current patterns of family and formal assistance to elders with disabilities. Critical analysis of eldercare policies and services.,Prerequisite(s): Upper division standing.,,Grading: Letter Graded,,,Sustainability Focused - SDG 10: Reduced Inequalities ,
PH,140,Human Sexuality,3 unit(s),"Biological and sociocultural facets of human sexuality. Evolution and physiology of sex, reproductive biology/ethics and cross-cultural expression of sexual behavior.","Prerequisite(s): Completion of Core General Education and upper division standing are prerequisites to all SJSU studies courses. Completion of, or co-registration in, 100W is strongly recommended.","Satisfies SJSU Studies S: Self, Society & Equality in U.S.",Grading: Letter Graded,,Cross-listed with ANTH 140 / BIOL 140. Anthropology is responsible for scheduling.,,Note(s): Not acceptable as an elective in the Biology major.
PH,145,Community Mental Health,3 unit(s),"Comprehensive analysis of community mental health using a socio-ecological framework. Intersection of race, socioeconomic status, gender, sexual orientation, and mental health is examined. Emphasis is on prevention and recovery.",Prerequisite(s): Any 100W or instructor consent.,,Grading: Letter Graded,,Cross-listed with PSYC 145 / SOCI 145. Public Health and Recreation is responsible for scheduling.,Sustainability Related - SDG 3: Good Health and Well-Being ,
PH,158,Health Communications,3 unit(s),"Introduction to, and application of, health communication concepts, theories, and principles to specific health topics. Students will gain a broad understanding of the role of communication and its complexity as it relates to disease prevention and health promotion.","Prerequisite(s): PH 1, PH 15, and PH 67 with a grade of C or better in each. Public Health Majors/Minors only.",,Grading: Letter Graded,,,Sustainability Related - SDG 3: Good Health and Well-Being ,
PH,161,Epidemiology,3 unit(s),"The study of population-based risks of infectious and noninfectious diseases and how these risks relate to cause, treatment and prevention. Restricted to Majors and minors.","Prerequisite(s): Completion of PH 1, PH 15, and PH 67 with a grade of C or better. Upper division standing. Public Health Majors and Minors only or instructor consent.",,Grading: Letter Graded,,,Sustainability Related - SDG 3: Good Health and Well-Being ,
PH,162,Health Care Organization and Admin,3 unit(s),"Exploration of health economics, financing, insurance theory and contemporary trends in health care organization, management and administration.",,,Grading: Letter Graded,,,Sustainability Related  ,
PH,164,Health Social Marketing,3 unit(s),"Introduction to social marketing applications in community health education, including the examination of marketing principles to improve population health problems, and critical evaluation of the effectiveness of social marketing campaigns.","Prerequisite(s): PH 158 and Allowed Declared Majors: Public Health, Community Health Education Concentration only. Or instructor consent.",,Grading: Letter Graded,,,,
PH,165A,Public Health Leadership Series I,1 unit(s),"Promotes students’ adoption of professional behaviors, which will serve them in the classroom, in their interactions with faculty and colleagues outside the classroom, and in their careers upon graduation.","Prerequisite(s): Upper division standing, Public Health majors.",,Grading: Letter Graded,,,,
PH,165B,Public Health Leadership Series II,1 unit(s),"Prepares students in the major for the internship experience by engaging course participants in self-reflection, continued skill development, and exploration of leadership styles and organizational structures. Students are expected to secure an internship location during this course.","Prerequisite(s): PH 165A, Junior standing, Public Health majors.",,Grading: Letter Graded,,,,
PH,165C,Public Health Leadership Series III Fieldwork Experience,2 unit(s),"Practical application of public health theories and principles through an internship at a community health agency, public health data organization, healthcare facility, or other related industry.","Prerequisite(s): PH 165A, PH 165B, and upper division standing.",,Grading: Credit/No Credit,,,,
PH,165D,Public Health Leadership Series IV,1 unit(s),Guides graduating seniors in the transition from college to the workforce by engaging in exploring and articulating theoretical and practical leadership styles and personal and professional reflection to further develop personal leadership styles and potential. Fourth course in four course series.,"Prerequisite(s): PH 165C, senior standing, and Public Health majors in final semester.",,Grading: Letter Graded,,,,
PH,167,Biostatistics,3 unit(s),"Statistical analysis of health and biological data covering measurement scales, random sampling, data quality, data storage descriptive and exploratory techniques, probability distributions, estimation and hypothesis testing, includes an integrated lab activity.",Prerequisite(s): PH 67 with a minimum grade of C. Public Health Majors only.,,Grading: Letter Graded,,,Sustainability Related  ,
PH,168,Theoretical Foundations in Community Health Education,3 unit(s),"Explores the foundations of health education theory across the social ecological model, and the application of theories to understand and improve community health.",Prerequisite(s): PH 104 and Allowed Declared Majors: Public Health/Community Health Education concentration majors only. Or instructor consent.,,Grading: Letter Graded,,,,
PH,169,"Diversity, Stress and Health",3 unit(s),"Impact of structured inequalities on stress and health of diverse populations. Analysis of physiological/psychosocial health factors related to diversity, as well as behavioral interventions and social actions that mediate stress and optimize health and social justice.","Prerequisite(s): Completion of Core General Education and upper division standing are prerequisites to all SJSU studies courses. Completion of, or co-registration in, 100W is strongly recommended.","Satisfies SJSU Studies S: Self, Society & Equality in U.S.",Grading: Letter Graded,,Cross-listed with KIN 169. Kinesiology is responsible for scheduling.,Sustainability Focused - SDG 3: Good Health and Well-Being ,
PH,172,Contemporary Environmental Health Issues,3 unit(s),"Examines the complex and interdependent relationship between environment and health outcomes. Advances scientific understanding of evolution and biodiversity, ecosystems, population dynamics, sustainability of earth’s resources, pest management, solid and hazardous waste, water and air pollution, climate change, and environmental/occupational exposures.","Prerequisite(s): Completion of Core General Education and upper division standing are prerequisites to all SJSU studies courses. Completion of, or co-registration in, 100W is strongly recommended.","Satisfies SJSU Studies R: Earth, Environment, and Sustainability.",Grading: Letter Graded,,,Sustainability Focused - SDG 3: Good Health and Well-Being ,
PH,176,Introduction to Global Health,3 unit(s),"Examination of global distribution of disease and wellbeing. Explore connections between global health and social/economic development. Multidisciplinary approach to critical problems including HIV/AIDS, malaria, complex humanitarian emergencies, and disasters. Addresses ethics and leadership in global health.",Prerequisite(s): Upper Division Standing.,,Grading: Letter Graded,,,Sustainability Related - SDG 3: Good Health and Well-Being ,
PH,179,Public Health Capstone,3 unit(s),"Public Health capstone experience. Students analyze a community health problem and create a comprehensive evidence-based community health promotion plan informed by literature, theory, and best practices.","Prerequisite(s): PH 104, PH 161, and PH 100W each with a C or better in each. Senior standing. Allowed Declared Majors: Public Health.",,Grading: Letter Graded,,,,
PH,180,Individual Studies,1-4 unit(s),Individual work on special topics by arrangement.,"Prerequisite(s): Upper division standing, instructor consent and department chair approval. Not available to Open University Students.",,Grading: Credit/No Credit,,,,
PH,183,Special Topics in Community Health Education,3 unit(s),Introduces students to an array of current and emerging topics in community health education. Contemporary topics that are relevant to analyzing and applying insights from health promotion to solve real-life community health problems.,"Prerequisite(s): Upper division standing, Public Health majors, PH 165A and PH 165B; or by instructor consent.",,Grading: Letter Graded,,,,
PH,184,Directed Reading,1-4 unit(s),Directed reading in journals and books of authorities in the field of health.,Prerequisite(s): Upper division standing and department chair consent. Not available to Open University Students.,,Grading: Credit/No Credit,,,,
PH,188,Community Health Assessment,3 unit(s),Introduction to principles and practices of public health assessment. Analyze primary and secondary data to develop and present a community health assessment.,"Prerequisite(s): PH 100W, PH 104, and PH 161. Allowed Declared Majors: Public Health Concentration in Community Health Education majors. Or instructor consent.",,Grading: Letter Graded,,,,
PH,189,Community Health Education Capstone,3 unit(s),Introduction to principles and practices in program planning and evaluation. Creation and presentation of an evidence-based community health promotion program plan using assessment from PH 188.,Prerequisite(s): PH 188 and PH 168. Allowed Declared Majors: Public Health Concentration in Community Health Education majors in their final semester.,,Grading: Letter Graded,,,,
PH,191,Applied Epidemiology,3 unit(s),"Explores the application of epidemiology. Students learn how to use standard epidemiological software for data analysis, conduct in-depth epidemiological investigations, understand screening in public health practice, and learn about models for infectious disease transmission.","Prerequisite(s): PH 161, PH 167, and upper division standing. Allowed Declared Majors: Public Health majors.",,Grading: Letter Graded,,,,
PH,192,International Program Studies,1-12 unit(s),"Study Abroad and Away transfer credit course. Study Abroad and Away provides students the opportunity to study abroad on long term programs (Exchange Programs, CSU International Programs, and International Student Exchange Programs) and short-term programs (Faculty-Led Programs and Summer School Abroad Programs) for academic credit, offering Alternative Break Programs for cultural immersion, and designing other globally focused opportunities. This course is designated as a placeholder course for Study Abroad and Away programs.",,,Grading: Mixed Grading,,,,
PH,193,Special Topics in Population Data Science,3 unit(s),Introduces students to a variety of current and emerging topics in population data science. This course offers students a rotating variety of contemporary topics that are relevant to analyzing and applying insights from data to solve real-life public health problems.,"Prerequisite(s): Upper division standing, Public Health majors, PH 165A and PH 165B. Or by instructor consent.",,Grading: Letter Graded,,,,
PH,195,Fundamentals of Data Management and Presentation,3 unit(s),"Introduction to widely used techniques for presenting and managing population health data. Provides experience managing data in a variety of formats including Excel, and creating informative graphics using data visualization and mapping software.",Prerequisite(s): PH 161 and PH 167. Allowed Declared Majors: Public Health Concentration in Population Data Science. Or instructor consent.,,Grading: Letter Graded,,,,
PH,197,Quantitative Analysis,3 unit(s),"Applied population health quantitative analysis course, which builds on concepts introduced in core courses, epidemiology and biostatistics. Students will conduct data analysis using the Statistical Analysis Software (SAS) package, with a specific focus on public health application. ",Prerequisite(s): PH 161 and PH 167. Allowed Declared Majors: Public Health Concentration in Population Data Science. Or instructor consent. ,,Grading: Letter Graded,,,,
PH,198,Qualitative Methods,3 unit(s),"Introduced students to qualitative research methods with a focus on theory, methodology, and data analysis. Additional topics include: research ethics, study design, rigor in research, critical lens and practical applications.",Prerequisite(s): Upper division standing. Allowed Declared Majors: Public Health Majors and Minors. Or instructor consent.,,Grading: Letter Graded,,,,
PH,199,Population Data Science Capstone,3 unit(s),"Students develop a proposal to test a research hypothesis related to a public health problem. Students identify knowledge/research gaps, create a study plan, develop a testable hypothesis, and present the research proposal. ","Prerequisite(s): PH 161, PH 167, PH 191, and PH 197. Allowed Declared Majors: Public Health Concentration in Population Data Science in their final semester. Or instructor consent.",,Grading: Letter Graded,,,,
PH,200,Contemporary Practice in Public Health,2 unit(s),"Introduction to the philosophy, ethics, historical roots, and approaches of contemporary public health education and health promotion. Emphasis is on frameworks and strategies used in practice.",,,Grading: Letter Graded,,,,
PH,201,Groups and Training: Theory and Practice,2 unit(s),"Addresses the study of group theories, dynamics, and processes in professional context of public health. Students will experience and evaluate team processes such as stages of group development, facilitation, successful communication, conflict, power and influence, problem-solving, and decision-making.",,,Grading: Letter Graded,,,,
PH,205A,Quantitative Methods for Public Health Practice I,3 unit(s),"Integrated approach to the disciplines of Biostatistics and Epidemiology. Develops quantitative skills to evaluate data and make evidence-based decisions. Covers conduct and design of epidemiologic studies, basic biostatistical analyses, biostatistical software, and foundational knowledge of exposure and outcome assessment.",,,Grading: Letter Graded,,,,
PH,205B,Quantitative Methods in Public Health,3 unit(s),"Methods of public health and biostatistical data collection, management, analysis, and reporting using microcomputers, including the detection and control of confounding factors.",Prerequisite(s): PH 205A.,,Grading: Letter Graded,,,,
PH,215,Qualitative Methods for Public Health Practice,3 unit(s),"Introduction to qualitative methods, with focus on theory, data collection, and analysis. Students will collect qualitative data and analyze that data using software. Additional topics include research ethics, study design, and community-based participatory research.",,,Grading: Letter Graded,,,,
PH,225,Evaluation Methods for Public Health Practice,3 unit(s),"Students will become familiar with the concepts of formative, summative, process, impact, and outcome evaluation, ethical considerations, and barriers such as time or resources. Students will develop a viable program evaluation plan for a campus or community partner.","Prerequisite(s): PH 205A, PH 205B, PH 215, and PH 272.",,Grading: Letter Graded,,,,
PH,261,Principles of Epidemiology,3 unit(s),"Introduction to epidemiologic concepts and methods with applications to public health practice for students intending to engage in, collaborate in, or interpret the results of epidemiologic studies in the scientific appraisal of community health.",Prerequisite(s): PH 167 or equivalent.,,Grading: Letter Graded,,,,
